time_sec,value
40.014114,152.191342
40.141143,152.191342
40.268172,152.191342
40.395201,152.191342
40.522230,152.191342
40.649259,152.191342
40.776288,152.148584
40.903317,151.763763
41.030346,151.763763
41.157375,151.721005
41.284404,151.721005
41.411433,151.721005
41.538462,151.721005
41.665490,151.721005
41.792519,150.053447
41.919548,150.053447
42.046577,150.053447
42.173606,150.053447
42.300635,156.809193
42.427664,157.707108
42.554693,157.707108
42.681722,157.792624
42.808751,157.792624
42.935780,159.203634
43.062809,159.845003
43.189838,159.845003
43.316867,160.058792
43.443896,160.058792
43.570924,160.058792
43.697953,160.058792
43.824982,160.058792
43.952011,160.058792
44.079040,160.058792
44.206069,160.058792
44.333098,158.647782
44.968243,157.792624
45.095272,157.792624
45.222301,157.792624
45.349330,157.792624
45.476359,157.792624
45.603387,157.792624
45.730416,159.203634
45.857445,160.058792
45.984474,160.058792
46.111503,160.058792
46.238532,160.058792
46.365561,160.058792
46.492590,160.058792
46.619619,160.058792
46.746648,160.058792
46.873677,160.058792
47.000706,160.058792
47.127735,159.887761
47.254764,159.887761
47.381793,159.802245
47.508821,159.802245
47.635850,159.802245
47.762879,159.802245
47.889908,159.802245
48.016937,159.802245
48.143966,159.802245
48.270995,159.802245
48.398024,159.802245
48.525053,159.802245
48.652082,159.802245
48.779111,159.802245
48.906140,159.716729
49.033169,159.716729
49.160198,159.118119
49.287227,159.118119
49.414255,158.947087
49.541284,155.141635
49.668313,155.141635
49.795342,155.141635
49.922371,155.141635
50.049400,155.141635
50.176429,155.098878
50.303458,155.098878
50.430487,153.474078
50.557516,153.474078
50.684545,153.474078
50.811574,153.474078
50.938603,153.474078
51.065632,153.474078
51.192661,153.474078
51.319689,153.431320
51.446718,153.388562
51.573747,153.474078
51.700776,153.474078
51.827805,153.474078
51.954834,153.474078
52.081863,153.474078
52.208892,153.474078
52.335921,153.474078
52.462950,153.474078
52.589979,153.474078
52.717008,153.474078
52.844037,153.474078
52.971066,153.474078
53.098095,153.474078
53.225124,153.474078
53.352152,153.217531
53.479181,153.217531
53.606210,153.217531
53.733239,153.217531
53.860268,153.217531
53.987297,153.217531
54.114326,153.217531
54.241355,153.217531
54.368384,151.934794
54.495413,151.934794
54.622442,151.849278
54.749471,151.849278
54.876500,157.749866
55.003529,157.749866
55.130558,157.835382
55.257586,157.835382
55.384615,157.835382
55.511644,157.835382
55.638673,157.835382
55.765702,157.835382
55.892731,157.835382
56.019760,157.835382
56.146789,163.778728
56.273818,202.132549
56.400847,202.132549
56.527876,202.132549
56.654905,202.132549
56.781934,202.132549
56.908963,202.132549
57.035992,202.132549
57.163020,202.132549
57.290049,163.864244
57.417078,163.864244
57.544107,163.864244
57.671136,163.864244
57.798165,163.864244
57.925194,163.864244
58.052223,163.864244
58.179252,163.522181
58.306281,163.522181
62.752294,148.172100
62.879323,148.172100
63.006351,148.172100
63.133380,155.141635
63.260409,162.624265
63.387438,169.208979
63.514467,176.777125
63.641496,176.777125
63.768525,176.948156
63.895554,176.948156
64.022583,182.805986
64.149612,190.288616
64.276641,204.569749
64.403670,204.569749
64.530699,204.826296
64.657728,204.826296
64.784757,205.467664
64.911785,205.467664
65.038814,205.467664
65.165843,205.467664
65.292872,205.467664
65.419901,205.467664
65.546930,205.467664
65.673959,205.467664
65.800988,205.467664
65.928017,205.467664
66.182075,143.597007
66.309104,143.597007
66.436133,144.836986
66.563162,144.836986
66.690191,144.836986
66.817219,144.836986
66.944248,150.053447
67.071277,152.747194
67.198306,152.747194
67.325335,152.747194
67.452364,152.747194
67.579393,152.747194
67.706422,152.747194
67.833451,152.747194
67.960480,152.747194
68.087509,152.960983
68.214538,153.089257
68.341567,153.089257
68.468596,153.089257
68.595625,153.089257
68.722653,153.089257
68.849682,153.089257
68.976711,153.089257
69.865914,157.322288
69.992943,157.322288
70.119972,157.493319
70.247001,157.493319
70.374030,157.493319
70.501059,157.493319
70.628088,157.493319
70.755116,157.493319
70.882145,157.493319
71.009174,157.493319
71.136203,157.493319
71.263232,157.493319
71.390261,157.920898
71.517290,158.348477
71.644319,158.348477
71.771348,160.058792
71.898377,163.351149
72.025406,164.633886
72.152435,164.633886
72.279464,164.633886
72.406493,164.633886
72.533522,164.633886
72.660550,164.633886
72.787579,164.633886
72.914608,164.633886
73.041637,164.633886
73.168666,164.633886
73.295695,164.548370
73.422724,164.548370
73.549753,162.410476
73.803811,160.058792
73.930840,160.058792
74.057869,160.058792
74.184898,160.058792
74.311927,160.058792
74.438956,160.058792
74.565984,160.058792
74.693013,160.058792
74.820042,160.058792
74.947071,160.058792
75.074100,160.058792
75.201129,160.058792
75.328158,159.246392
75.455187,159.246392
75.582216,159.246392
75.709245,159.246392
75.836274,159.246392
75.963303,159.246392
76.090332,158.476750
76.217361,158.476750
76.344390,157.878140
76.471418,155.141635
76.598447,155.141635
76.725476,155.141635
76.852505,155.141635
76.979534,155.141635
77.106563,155.141635
77.233592,155.141635
77.360621,152.362373
77.487650,152.362373
77.614679,152.362373
77.741708,152.362373
77.868737,150.053447
77.995766,150.053447
78.122795,150.053447
80.917431,149.625869
81.044460,152.234099
81.171489,152.234099
81.298518,152.234099
81.425547,152.234099
81.552576,152.234099
81.679605,152.234099
81.806634,152.234099
81.933663,152.234099
82.060692,152.234099
82.187721,152.234099
82.314749,152.234099
82.441778,152.148584
82.568807,149.241048
82.695836,149.241048
82.822865,149.241048
82.949894,149.198290
83.076923,149.155532
83.203952,149.497595
83.330981,150.053447
83.458010,150.053447
83.585039,150.053447
83.712068,150.053447
83.839097,150.053447
83.966126,150.053447
84.093155,150.053447
84.220183,150.053447
84.347212,148.385890
85.236415,154.756815
85.363444,155.141635
85.490473,155.141635
85.617502,155.141635
85.744531,155.141635
85.871560,155.141635
85.998589,155.141635
86.125618,155.141635
86.252646,155.141635
86.379675,155.141635
86.506704,159.802245
86.633733,159.802245
86.760762,159.887761
86.887791,159.887761
87.014820,159.887761
87.141849,159.887761
87.268878,159.887761
87.395907,159.887761
87.522936,159.887761
87.649965,159.887761
87.776994,157.236772
87.904023,155.141635
88.031052,155.141635
88.158080,155.141635
88.285109,155.141635
88.412138,155.141635
88.539167,155.141635
88.666196,155.098878
88.793225,155.098878
91.460833,162.538749
91.587862,164.890433
91.714891,164.890433
91.841920,164.890433
91.968948,164.890433
92.095977,164.890433
92.223006,164.890433
92.350035,164.890433
92.477064,164.890433
92.604093,164.890433
92.731122,164.890433
92.858151,164.804917
92.985180,164.804917
93.112209,164.719401
93.239238,164.719401
93.366267,164.719401
93.493296,164.719401
93.620325,164.719401
93.747354,164.719401
93.874382,165.018707
94.001411,167.199359
94.128440,167.199359
94.255469,167.199359
94.382498,167.199359
94.509527,167.199359
94.636556,167.199359
94.763585,167.199359
94.890614,167.199359
95.017643,167.199359
95.144672,167.199359
95.271701,167.028327
95.398730,167.028327
95.525759,162.581507
95.652788,157.792624
95.779817,157.792624
95.906845,153.474078
96.033874,153.474078
96.160903,150.053447
96.287932,150.053447
96.414961,150.053447
96.541990,150.053447
96.669019,150.053447
96.796048,150.053447
96.923077,150.053447
97.050106,150.053447
97.177135,150.053447
97.304164,150.053447
97.431193,150.053447
97.558222,149.540353
97.685251,149.540353
97.812279,150.053447
97.939308,152.234099
98.066337,152.234099
98.193366,152.234099
98.320395,152.234099
98.447424,152.234099
98.574453,152.234099
98.701482,152.234099
98.828511,152.276857
98.955540,153.174773
99.082569,153.174773
99.209598,153.260289
99.336627,153.260289
99.463656,153.773383
99.590685,154.799572
99.717713,154.799572
99.844742,154.799572
99.971771,154.799572
100.098800,154.799572
100.225829,154.799572
100.352858,154.799572
100.479887,154.799572
100.606916,154.799572
100.733945,154.799572
100.860974,153.516836
100.988003,153.003741
101.115032,153.003741
101.242061,152.832710
101.369090,152.832710
101.496119,152.832710
101.623147,152.832710
101.750176,152.747194
101.877205,152.747194
102.004234,152.405131
102.131263,152.405131
102.258292,152.405131
102.385321,152.405131
102.512350,151.721005
102.639379,151.721005
102.766408,151.721005
102.893437,151.721005
103.020466,151.721005
103.147495,151.721005
103.274524,151.721005
103.401553,151.721005
103.528582,150.010689
103.655610,150.010689
103.782639,150.010689
103.909668,150.010689
104.036697,150.010689
104.163726,150.010689
104.290755,150.010689
104.417784,149.241048
104.544813,149.241048
104.671842,149.241048
104.798871,149.241048
104.925900,149.241048
105.052929,149.241048
105.179958,149.241048
105.306987,149.241048
105.434016,150.053447
105.561044,150.053447
105.688073,150.053447
105.815102,150.053447
105.942131,150.053447
106.069160,150.053447
106.196189,150.053447
106.323218,150.053447
106.450247,149.070016
106.577276,149.070016
106.704305,148.813469
106.831334,148.813469
106.958363,148.727953
107.085392,148.727953
115.723359,159.331908
115.850388,159.331908
115.977417,159.331908
116.104446,159.331908
116.231475,159.331908
116.358504,159.331908
116.485533,159.331908
116.612562,159.246392
116.739591,159.246392
116.866620,158.647782
116.993649,158.647782
117.120677,158.647782
117.247706,158.647782
117.374735,158.647782
117.501764,158.647782
117.628793,158.562266
117.755822,158.348477
117.882851,158.305719
118.009880,157.621593
118.136909,157.621593
118.263938,157.621593
118.390967,157.621593
118.517996,157.707108
118.645025,157.707108
118.772054,158.519508
118.899083,158.562266
119.026112,158.562266
119.153140,158.562266
119.280169,158.562266
119.407198,158.562266
119.534227,158.562266
119.661256,158.562266
119.788285,158.562266
119.915314,158.391235
120.042343,158.391235
120.169372,158.391235
120.296401,157.621593
120.423430,157.621593
120.550459,153.773383
120.677488,153.773383
120.804517,153.773383
120.931546,153.773383
121.058574,153.773383
121.185603,149.540353
121.312632,149.497595
121.439661,146.590059
121.566690,143.041154
121.693719,143.041154
121.820748,143.041154
121.947777,143.041154
122.074806,143.041154
122.201835,138.808124
122.328864,141.587386
122.455893,141.587386
122.582922,141.587386
122.709951,141.587386
122.836980,141.587386
122.964008,141.587386
123.091037,141.587386
123.218066,141.459113
123.345095,139.663282
124.615385,141.416355
124.742414,144.238375
124.869442,144.836986
124.996471,144.836986
125.123500,144.836986
125.250529,144.836986
125.377558,144.836986
125.504587,144.836986
125.631616,144.836986
125.758645,144.836986
125.885674,146.974880
126.012703,148.043827
126.139732,148.043827
126.266761,148.043827
126.393790,148.043827
126.520819,149.241048
126.647848,149.839658
126.774876,149.839658
126.901905,149.925174
127.028934,149.925174
127.155963,152.105826
127.282992,152.105826
127.410021,152.105826
127.537050,152.105826
127.664079,152.105826
127.791108,152.105826
127.918137,152.105826
128.045166,152.105826
128.172195,152.105826
128.299224,152.105826
128.426253,152.063068
128.553282,153.046499
128.680311,153.089257
128.807339,153.132015
128.934368,153.132015
129.061397,153.132015
129.188426,153.132015
129.315455,153.132015
129.442484,153.132015
129.569513,153.132015
129.696542,153.132015
129.823571,152.447889
129.950600,152.447889
130.077629,152.362373
130.204658,152.362373
130.331687,152.276857
130.458716,149.967932
130.585745,149.967932
130.712773,149.967932
130.839802,149.967932
130.966831,149.967932
131.093860,149.967932
131.856034,149.412079
131.983063,149.796900
132.110092,149.796900
132.237121,150.053447
132.364150,150.053447
132.491179,150.053447
132.618207,150.053447
132.745236,150.053447
132.872265,150.053447
132.999294,150.053447
133.126323,150.053447
133.253352,150.053447
133.380381,150.053447
133.507410,150.053447
133.634439,150.053447
133.761468,150.053447
133.888497,154.243720
134.015526,154.243720
134.142555,154.371994
134.269584,154.414751
134.396613,154.414751
134.523641,154.414751
134.650670,154.885088
134.777699,157.194014
134.904728,157.194014
135.031757,157.194014
135.158786,157.194014
135.285815,157.194014
135.412844,157.194014
135.539873,157.194014
135.666902,157.194014
135.793931,157.194014
135.920960,157.194014
136.047989,157.194014
136.175018,157.194014
136.302047,157.194014
136.429076,157.194014
136.556104,155.098878
136.683133,155.098878
137.064220,155.141635
137.191249,155.141635
137.318278,155.141635
137.445307,155.141635
137.572336,155.141635
137.699365,155.141635
137.826394,155.141635
137.953423,155.141635
138.080452,155.141635
138.207481,155.141635
138.334510,157.194014
138.461538,160.016034
138.588567,160.016034
138.715596,160.016034
138.842625,160.016034
138.969654,160.016034
139.096683,160.016034
139.223712,160.016034
139.350741,160.016034
139.477770,159.331908
139.604799,159.331908
139.731828,159.331908
139.858857,159.331908
139.985886,159.331908
140.112915,159.331908
140.239944,159.331908
140.366972,159.331908
141.002117,154.543025
141.129146,155.141635
141.256175,155.141635
141.383204,155.141635
141.510233,155.141635
141.637262,155.141635
141.764291,155.141635
141.891320,155.141635
142.018349,155.141635
142.526464,154.457509
142.653493,154.970604
142.780522,154.970604
142.907551,155.056120
143.034580,155.056120
143.161609,155.056120
143.288638,155.056120
143.415667,155.056120
143.542696,155.056120
143.669725,155.056120
143.796754,155.056120
143.923783,154.970604
144.050812,154.927846
144.177841,154.457509
144.304869,154.414751
144.431898,154.286478
144.558927,154.286478
144.685956,154.286478
144.812985,154.200962
144.940014,154.200962
145.067043,153.003741
145.194072,153.003741
145.321101,152.234099
145.448130,152.234099
145.575159,152.234099
145.702188,152.234099
145.829217,152.234099
145.956246,152.191342
146.083275,150.053447
146.210303,150.053447
146.337332,150.053447
146.464361,150.053447
146.591390,150.053447
146.718419,150.053447
146.845448,150.053447
146.972477,148.898985
147.099506,148.856227
147.226535,148.727953
147.353564,148.685195
147.480593,148.642437
147.607622,148.599679
147.734651,148.471406
147.861680,148.471406
147.988709,148.471406
148.115737,148.214858
148.242766,148.214858
148.369795,147.359701
148.496824,147.359701
148.623853,144.836986
148.750882,144.836986
148.877911,144.836986
149.004940,144.836986
149.131969,144.836986
149.258998,144.836986
149.386027,144.836986
149.513056,144.836986
149.640085,144.836986
149.767114,144.836986
149.894143,146.889364
150.021171,146.889364
150.148200,146.889364
150.275229,146.889364
150.402258,146.889364
150.529287,146.889364
150.656316,146.889364
150.783345,146.889364
150.910374,146.803848
151.037403,146.803848
151.164432,146.803848
151.291461,146.803848
151.418490,146.803848
151.545519,146.803848
151.672548,146.974880
151.799577,146.974880
151.926606,147.145911
152.053634,147.145911
152.180663,147.145911
152.307692,147.145911
152.434721,147.145911
152.561750,147.145911
152.688779,147.145911
152.815808,147.145911
152.942837,147.145911
153.069866,147.145911
153.196895,147.145911
153.323924,147.145911
153.450953,147.145911
153.577982,147.145911
153.705011,147.145911
153.832040,147.145911
153.959068,147.145911
154.086097,147.145911
154.213126,147.145911
154.340155,147.145911
154.467184,146.803848
154.594213,146.803848
154.721242,144.836986
154.848271,144.836986
154.975300,144.836986
155.102329,144.836986
155.229358,144.836986
155.356387,144.409407
155.483416,147.402459
155.610445,147.402459
155.737474,147.402459
155.864502,147.402459
155.991531,147.402459
156.118560,147.402459
156.245589,147.616248
156.372618,147.659006
156.499647,147.659006
156.626676,147.659006
156.753705,147.659006
156.880734,147.659006
157.007763,147.659006
157.134792,147.659006
157.515879,147.659006
157.642908,147.659006
157.769936,147.659006
157.896965,147.659006
158.023994,147.744522
158.151023,149.925174
158.278052,149.925174
158.405081,149.925174
158.532110,149.925174
158.659139,149.925174
158.786168,149.925174
158.913197,149.925174
159.040226,149.925174
159.167255,149.925174
159.294284,149.925174
159.421313,149.925174
159.548342,149.925174
159.675371,149.583111
159.802399,149.583111
159.929428,149.668626
160.056457,149.668626
160.183486,149.668626
160.310515,149.668626
160.437544,150.053447
160.564573,150.053447
160.691602,150.053447
160.818631,151.721005
160.945660,151.721005
161.072689,151.721005
161.199718,151.721005
161.326747,152.747194
161.453776,152.747194
161.580805,152.747194
161.707833,152.747194
161.834862,152.747194
161.961891,152.747194
162.088920,152.747194
162.215949,152.747194
162.342978,152.747194
162.470007,152.747194
162.597036,152.490647
162.724065,152.490647
162.851094,152.490647
162.978123,152.490647
163.105152,152.490647
163.232181,152.490647
163.359210,151.977552
163.486239,151.977552
163.613267,151.977552
163.740296,151.977552
163.867325,151.977552
163.994354,151.977552
164.121383,148.385890
164.248412,147.872795
164.629499,151.977552
164.756528,151.977552
164.883557,152.063068
165.010586,152.063068
165.137615,152.447889
165.264644,152.490647
165.391673,152.490647
165.518701,152.490647
165.645730,158.605024
165.772759,158.605024
165.899788,158.776056
166.026817,158.776056
166.153846,158.776056
166.280875,158.776056
166.407904,158.776056
166.534933,158.776056
166.661962,158.776056
166.788991,158.776056
166.916020,155.141635
167.043049,146.761090
167.170078,146.675575
167.297107,146.675575
167.424135,146.675575
167.551164,146.675575
167.678193,146.590059
167.805222,146.590059
167.932251,146.590059
168.059280,146.590059
168.186309,147.060396
168.313338,147.872795
168.440367,147.872795
168.567396,147.872795
168.694425,147.872795
168.821454,147.872795
168.948483,147.872795
169.075512,147.872795
169.202541,147.872795
169.329570,147.830037
169.456598,147.830037
169.583627,144.836986
169.710656,144.836986
169.837685,144.836986
169.964714,144.836986
170.091743,144.836986
170.218772,144.836986
170.345801,144.836986
174.791814,154.200962
174.918843,155.141635
175.045872,155.141635
175.172900,155.141635
175.299929,155.141635
175.426958,155.141635
175.553987,155.141635
175.681016,155.141635
175.808045,155.141635
175.935074,155.141635
176.062103,155.141635
176.189132,154.457509
176.316161,154.457509
176.443190,154.115446
176.570219,154.115446
176.697248,154.115446
176.824277,154.115446
176.951306,153.431320
177.078335,153.431320
177.205363,153.003741
177.332392,153.003741
177.459421,153.003741
177.586450,153.003741
177.713479,152.918226
177.840508,152.918226
177.967537,152.661678
178.094566,152.661678
178.221595,152.661678
178.348624,152.661678
178.475653,152.661678
178.602682,152.661678
178.729711,152.661678
178.856740,152.661678
178.983769,152.148584
179.110797,152.148584
179.237826,152.148584
179.364855,152.148584
179.491884,152.148584
179.618913,150.053447
179.745942,150.053447
179.872971,150.053447
180.000000,150.053447
180.127029,150.053447
180.254058,150.053447
180.381087,149.326563
180.508116,149.326563
180.635145,149.326563
180.762174,149.326563
180.889203,149.326563
181.016231,149.326563
181.143260,149.326563
181.270289,149.326563
181.397318,149.326563
181.524347,149.326563
181.651376,148.385890
181.778405,148.385890
181.905434,148.385890
182.286521,148.642437
182.413550,148.642437
182.540579,148.642437
182.667608,148.642437
182.794637,148.642437
182.921665,152.020310
183.048694,152.405131
183.175723,152.405131
183.302752,152.490647
183.429781,152.490647
183.556810,152.490647
183.683839,152.490647
183.810868,152.490647
183.937897,152.490647
184.064926,152.490647
184.191955,152.447889
184.318984,152.405131
184.446013,152.362373
184.573042,151.977552
184.700071,151.934794
184.827100,151.892036
184.954128,151.892036
185.081157,151.892036
185.208186,151.892036
185.335215,151.892036
185.462244,151.892036
185.589273,152.875468
185.716302,152.918226
185.843331,152.960983
185.970360,152.960983
186.097389,152.960983
186.224418,152.960983
186.351447,153.132015
186.478476,153.132015
186.605505,153.132015
186.732534,153.132015
186.859562,153.132015
186.986591,153.132015
187.113620,153.132015
187.240649,153.132015
187.367678,153.217531
187.494707,156.894709
187.621736,156.894709
187.748765,156.980224
187.875794,156.980224
188.002823,156.980224
188.129852,156.980224
188.256881,156.980224
188.383910,156.980224
188.510939,156.980224
188.637968,156.980224
188.764996,155.141635
188.892025,155.141635
189.019054,152.618920
189.146083,152.447889
189.273112,152.447889
189.400141,152.447889
189.527170,152.447889
189.654199,152.447889
189.781228,152.447889
189.908257,152.447889
190.035286,152.447889
190.162315,152.447889
190.289344,152.447889
190.416373,152.447889
190.543402,152.447889
190.670430,152.447889
190.797459,152.447889
190.924488,152.618920
191.051517,152.618920
191.178546,152.704436
191.305575,152.704436
191.432604,152.704436
191.559633,152.704436
191.686662,154.500267
191.813691,155.141635
191.940720,155.141635
192.067749,155.141635
192.194778,155.141635
192.321807,155.141635
192.448836,155.141635
192.575865,155.141635
192.702893,155.141635
192.829922,155.141635
192.956951,155.141635
193.083980,157.450561
193.211009,160.058792
193.338038,160.058792
193.465067,160.058792
193.592096,160.058792
193.719125,160.058792
193.846154,160.058792
193.973183,160.058792
194.100212,160.058792
194.227241,160.058792
194.354270,160.058792
194.481299,157.450561
194.608327,157.450561
194.735356,157.450561
194.862385,157.450561
194.989414,157.450561
195.116443,157.450561
195.243472,157.450561
195.370501,154.885088
195.497530,154.885088
195.624559,154.885088
195.751588,154.885088
195.878617,154.885088
196.005646,154.885088
196.132675,154.457509
196.259704,154.457509
196.386733,154.457509
196.513761,154.457509
196.640790,153.431320
196.767819,153.431320
196.894848,153.431320
197.021877,153.431320
197.148906,153.431320
197.275935,153.431320
197.402964,153.431320
197.529993,153.431320
197.657022,153.431320
197.784051,153.431320
197.911080,153.431320
198.038109,152.405131
198.165138,152.405131
198.292167,150.053447
198.419195,150.053447
198.546224,150.053447
198.673253,150.053447
198.800282,150.053447
198.927311,150.053447
199.054340,150.053447
199.181369,150.010689
199.308398,150.010689
199.689485,149.925174
199.816514,149.925174
199.943543,150.053447
200.070572,150.053447
200.197601,150.053447
200.324629,150.053447
200.451658,150.053447
200.578687,150.053447
200.705716,150.053447
200.832745,150.053447
200.959774,150.053447
201.086803,150.053447
201.213832,149.155532
201.340861,149.155532
201.467890,149.070016
201.594919,149.070016
201.721948,150.053447
201.848977,150.053447
201.976006,150.053447
202.103035,151.721005
202.230064,151.721005
202.357092,151.721005
202.484121,151.721005
202.611150,151.721005
202.738179,151.721005
202.865208,151.721005
202.992237,151.721005
203.119266,150.053447
203.246295,149.412079
203.373324,149.412079
203.500353,149.412079
203.627382,149.412079
203.754411,149.412079
203.881440,149.412079
204.008469,149.583111
204.135498,149.583111
204.262526,149.668626
204.389555,149.668626
204.516584,149.668626
204.643613,149.668626
204.770642,149.668626
204.897671,149.668626
205.024700,149.668626
205.151729,149.668626
205.278758,149.668626
205.405787,149.668626
205.532816,149.241048
205.659845,149.241048
205.786874,149.369321
205.913903,149.369321
206.040932,149.369321
206.167960,149.369321
206.294989,149.369321
206.422018,149.369321
206.549047,149.369321
206.676076,149.369321
206.803105,149.369321
206.930134,149.369321
207.057163,149.369321
207.184192,149.369321
207.311221,149.369321
207.438250,149.369321
208.200423,152.875468
208.327452,152.875468
208.454481,153.388562
208.581510,153.388562
208.708539,153.388562
208.835568,153.388562
208.962597,153.388562
209.089626,153.730625
